date,video_id,title,channel_id,views,likes,comments,video_length,sub_growth_rate,watch_duration,watch_completion_rate,total_views,video_count,subscribers,language,title_translated
2023-03-24T09:51:24Z,kKFqXD95sUU,5 bhaiyo ki behen ko pta liya😂😰|| Gulshan kalra #shorts,UC56dNUTok1pgvpY75CsJQ4Q,49324885,1960067,3236,60.0,0.8150044343742514,1775695860.0,29594931.0,18139053406,791,40200000,so,5 Bhao Kehen Ko Pta Pta Pta Gurzan Kala #shors
2024-04-17T10:35:00Z,UdhTS9pbxn8,Happy Kanjak Poojan Day ❤️ #priyalkukreja #shorts #ytshorts,UCzEAWIWMigRBbulQ6yVlilg,48112329,985978,1312,54.0,0.8958202792469265,1558839459.6,28867397.4,27798876613,1274,43100000,fi,HAPPY KANJAK POOJAN DAY ❤️ #priyalkukrea #shorts #ytshorts
2023-08-26T05:15:00Z,3fy0yxOV85c,EP-29 - माँ से पंगा! 😂 | Maa aur Munna | #Shorts | Shorts Break,UCgJ5_1F6yJhYLnyMszUdmUg,46791622,1950653,5741,30.0,0.9745334325020834,842249196.0,28074973.2,33651092463,738,45600000,en,EP-29 - माँ से पंगा! 😂 | Maa aur Munna | #Shorts | Shorts Break
2024-11-11T08:06:58Z,upHNrkEZhOU,When your Mother is Principal 👩‍🏫 #shorts #teacherlife #ytshorts #schoollife #sejalgabashorts,UCW-V3lJDUSz_AccP6rPRUtA,46535915,0,2187,60.0,0.2299299369100188,1675292940.0,27921549.0,5994673257,362,10700000,en,When your Mother is Principal 👩‍🏫 #shorts #teacherlife #ytshorts #schoollife #sejalgabashorts
2023-07-01T06:30:09Z,X0-nePUbWBA,Har Ghar Ki Kahaani 😂 #priyalkukreja #shorts #ytshorts,UCzEAWIWMigRBbulQ6yVlilg,46402314,804707,1274,11.0,0.9288329888031016,306255272.4,27841388.4,27798876613,1274,43100000,so,Har Ghar Kahani
2024-02-15T07:49:49Z,kyGvvYB5HD4,Types of Momo Lovers ❤️ #shorts #relatable #momolovers #momos #foodlover,UC7wWPuKgh4VzRlrQyt0tBag,46011396,1148659,3289,37.0,0.0082588235314572,1021452991.2,27606837.6,128511028,337,380000,en,Types of Momo Lovers ❤️ #shorts #relatable #momolovers #momos #foodlover
2023-03-29T12:26:43Z,-x-w2P3Moew,Topper aur backbencher ki ladai😅❤️ #shorts,UC4DLvb5xZ9OLcVM1KC_R97g,45480417,2679327,1740,60.0,0.8531144294477335,1637295012.0,27288250.2,16550265027,893,38800000,en,Topper aur backbencher ki ladai😅❤️ #shorts
2024-10-21T06:15:32Z,Pw3EEGyaY0A,When Your Mother is Teacher 😂👩‍🏫 #shorts #ytshorts #comedyvideos #teacherlife #teachermother,UCWuBZJIucBpe-SCWUBuKUlg,45386979,1086233,1085,60.0,0.1185361995562648,1633931244.0,27232187.4,2553323888,429,5380000,en,When Your Mother is Teacher 😂👩‍🏫 #shorts #ytshorts #comedyvideos #teacherlife #teachermother
2024-04-10T06:30:18Z,deG-PMBYrhg,Behan ka Birthday 😅❤️|| brother ~ sister love || Shubham ||tiyaa #shorts #trending #foryou #comedy,UCDHL1oPWMahHYTLADLrFqlg,44292827,1396775,3890,59.0,0.2731819307898319,1567966075.8,26575696.2,3228641020,594,12100000,en,Behan ka Birthday 😅❤️|| brother ~ sister love || Shubham ||tiyaa #shorts #trending #foryou #comedy
2024-08-22T07:46:00Z,Dr7IjOBXYtU,Tom 🍓 Jerry (Rithvi&amp;Kavi)Real End Twist 😂🎈 #shorts,UCL5nlHWXVLeOsSjKH2fhmsg,44333897,1007627,741,60.0,1.5428375267800167,1596020292.0,26600338.2,60653441132,3010,68400000,en,Tom 🍓 Jerry (Rithvi&amp;Kavi)Real End Twist 😂🎈 #shorts
2022-07-26T04:35:00Z,3NQ7W1aKOkE,Smart Si पतंग 🤣 || #5stars #shorts #comedy TASLEEM HASAN,UCSbvlcLFtW2CieYrVZFke1A,42659630,1478250,401,60.0,0.067511134062813,1535746680.0,25595778.0,1286016259,950,2880000,en,Smart Si पतंग 🤣 || #5stars #shorts #comedy TASLEEM HASAN
2023-10-04T14:47:53Z,1xKZdSno77I,Chalak rikshawala 😎 #shorts #funny,UC5apxzE3aEOpvP0XkeuW8mw,42492475,1571231,1010,60.0,0.7224808627880583,1529729100.0,25495485.0,16295802697,608,30700000,sw,CHALAK RIKSHAWA 😎 #SHORTS #FUNNY
2025-02-04T08:23:19Z,xDK-cxUGom8,Dancing Rat enters squid game #shorts #babyduck #squidgame,UCkHHRGuPLTSTbZTt-2TGB9Q,47606846,1146123,4215,21.0,0.1048168576427012,599846259.5999999,28564107.6,2115840978,334,4990000,en,Dancing Rat enters squid game #shorts #babyduck #squidgame
2023-12-23T13:31:40Z,JAAh0irE3PY,GIRLS POWER💪 #albumcreation #shortvideo #shorts #youtubeshorts #ytshorts #trending,UCKKeYjyawCvlt3EuhfxVwmQ,41175302,967312,1905,60.0,0.3667246933610833,1482310872.0,24705181.2,6496320888,2416,15100000,en,GIRLS POWER💪 #albumcreation #shortvideo #shorts #youtubeshorts #ytshorts #trending
2025-01-13T08:30:46Z,-f9HoX7eKo4,Bhai behen 🥺💔😞|| Gulshan Kalra || #shorts,UC56dNUTok1pgvpY75CsJQ4Q,41467054,1057199,788,60.0,0.9694443207853636,1492813944.0,24880232.4,18139053406,791,40200000,de,Bhai Behen 🥺💔😞 || Gulshan Kallra || #shorts
2023-11-01T07:21:26Z,gjakolZmAB8,Mummy mere muh se nikal gai part 3 😂🌛 #maimohini #shortsbeta #shorts #relatable #karwachauth,UCNoiFheeg1nzhWmFwGbtyYQ,40104564,1506560,1497,61.0,0.1548452191127174,1467827042.4,24062738.4,3778904965,631,6210000,en,Mummy mere muh se nikal gai part 3 😂🌛 #maimohini #shortsbeta #shorts #relatable #karwachauth
2022-09-23T14:57:32Z,tYgJBjMdAxw,Indian moms’ urge😭😂 | Raj Grover | #shorts,UC6ylikHBX9_es8TIf0vmiUQ,39713396,0,6960,59.0,0.3550439252286558,1405854218.4,23828037.6,11784268093,661,14100000,en,Indian moms’ urge😭😂 | Raj Grover | #shorts
2024-09-04T07:28:21Z,SNcMveI9Mnk,Tuition wali didi ka happy birthday🎂😂 #shorts #funnyshorts #comedyshorts #ytshorts #teacherlife,UCW-V3lJDUSz_AccP6rPRUtA,38439488,883260,1154,60.0,0.2783595868914799,1383821568.0,23063692.8,5994673257,362,10700000,en,Tuition wali didi ka happy birthday🎂😂 #shorts #funnyshorts #comedyshorts #ytshorts #teacherlife
2023-07-19T06:36:31Z,esWFnrffogo,Gareeb bana ameer🥹❤️ #shorts #unknownboyvarun,UC4DLvb5xZ9OLcVM1KC_R97g,37834102,1729939,1894,59.0,1.0255298249182707,1339327210.8,22700461.2,16550265027,893,38800000,en,Gareeb bana ameer🥹❤️ #shorts #unknownboyvarun
2022-12-29T16:30:04Z,cR1m6bsnTeE,I got super high in Fortnite,UCWWwXggCAv3pm7gR-i88P2Q,37728719,1510424,4279,58.0,0.0288904587510644,1312959421.1999998,22637231.4,504630682,415,1090000,en,I got super high in Fortnite
2024-09-30T07:55:00Z,jE_oI8DiGyo,Tom 🍓 Jerry (Rithvi&amp;Kavi)Real End Twist 😂🎈 #shorts,UCL5nlHWXVLeOsSjKH2fhmsg,37648298,877406,1468,60.0,1.816815198392236,1355338728.0,22588978.8,60653441132,3010,68400000,en,Tom 🍓 Jerry (Rithvi&amp;Kavi)Real End Twist 😂🎈 #shorts
2022-12-21T12:03:46Z,8nn6oqLMYmA,Apko khane main kya pasand hai?😁😂 kaha se ho?😂 Salman Noman❤️ #shorts #shinewithshorts,UCXTyWqKtLLzaom6XwaJu7xw,37173555,967330,1157,60.0,0.5945086500336059,1338247980.0,22304133.0,13036202912,1322,22100000,en,Apko khane main kya pasand hai?😁😂 kaha se ho?😂 Salman Noman❤️ #shorts #shinewithshorts
2023-09-27T12:00:04Z,2-20mRKLE3g,Teacher Ka Beta | School Life - Part 03 | Anaysa Shorts,UCa43NrBoxm_RnwLDdnh-KdA,36741588,939954,800,57.0,0.1491497863402093,1256562309.6,22044952.8,2887430432,1205,5480000,en,Teacher Ka Beta | School Life - Part 03 | Anaysa Shorts
2024-05-15T14:34:54Z,cdHZqqECcpo,Or kro love marriage🥲😂 #shorts #funnyshorts #trendingshorts #viralshorts #ytshorts #bestfriend,UCW-V3lJDUSz_AccP6rPRUtA,36704601,785002,881,58.0,0.291516586708026,1277320114.8,22022760.6,5994673257,362,10700000,en,Or kro love marriage🥲😂 #shorts #funnyshorts #trendingshorts #viralshorts #ytshorts #bestfriend
2024-12-10T09:24:50Z,IdfukfHa8GI,When your Mother is a Teacher 👩‍🏫 #shorts #ytshorts #sejalgabashorts #teacherlife,UCW-V3lJDUSz_AccP6rPRUtA,36296827,1138927,827,53.0,0.2947916080929058,1154239098.6,21778096.2,5994673257,362,10700000,en,When your Mother is a Teacher 👩‍🏫 #shorts #ytshorts #sejalgabashorts #teacherlife
2022-12-05T10:22:10Z,UMA4pHVD-Qo,Pariwar Ki nok jhok😂❤️|| End miss mat karna || Gulshan kalra #shorts,UC56dNUTok1pgvpY75CsJQ4Q,36220707,2376825,960,60.0,1.1098623778933967,1303945452.0,21732424.2,18139053406,791,40200000,sv,Pariwar Ki Nok Jhok😂❤️ || End Miss Food Karna || Gulshan Kalra #shorts
2024-08-18T03:30:12Z,VcATLizeypU,Part 100 - Kuch Rishte Hote Jarur Hai Lekin Dikhte Nahi 😊 | #shorts | Shorts Break,UCgJ5_1F6yJhYLnyMszUdmUg,35825872,1951420,1843,60.0,1.272823170919608,1289731392.0,21495523.2,33651092463,738,45600000,de,Part 100 - Kuch Rish Hotte Jarur Hai Lekin Dikhte Nahi 😊 | #shorts | Shorts break
2024-07-20T06:11:32Z,DlKHA_ffNmI,Momos wali लड़की 👀😂 #shorts #funnyshorts #comedyshorts #momosshorts #momos #ytshortsviral,UCW-V3lJDUSz_AccP6rPRUtA,34976765,754710,1307,45.0,0.3059173711462452,944372655.0,20986059.0,5994673257,362,10700000,en,Momos wali लड़की 👀😂 #shorts #funnyshorts #comedyshorts #momosshorts #momos #ytshortsviral
2022-08-04T08:54:57Z,Kbc8WnErmio,Girls vs boys on new dress 😂♥️ | Raj Grover | #shorts,UC6ylikHBX9_es8TIf0vmiUQ,34939754,2372541,4021,50.0,0.40355178230505,1048192620.0,20963852.4,11784268093,661,14100000,en,Girls vs boys on new dress 😂♥️ | Raj Grover | #shorts
2025-01-02T08:00:31Z,XWjFZEClCok,End miss mat karna 😂🤣|| Gulshan kalra || #shorts,UC56dNUTok1pgvpY75CsJQ4Q,34513136,877757,586,60.0,1.1647738994219476,1242472895.9999998,20707881.6,18139053406,791,40200000,sv,End Miss Food Karna 😂🤣 || Gulshan Kalra || #shorts
2025-02-09T08:25:00Z,A2clz7MwS84,Maggi Challenge With An Electric Car😱#shorts,UCglXlpWjIi95auM3umWWLdw,33307747,1798904,988,57.0,0.528405598853624,1139124947.4,19984648.2,8485040102,1210,17600000,en,Maggi Challenge With An Electric Car😱#shorts
2022-12-31T13:32:07Z,7VaeH3WcpKM,Wanna be cool minku😂♥️ | Raj Grover | #shorts,UC6ylikHBX9_es8TIf0vmiUQ,32733781,2022466,3907,36.0,0.4307476731759157,707049669.5999999,19640268.6,11784268093,661,14100000,en,Wanna be cool minku😂♥️ | Raj Grover | #shorts
2024-12-13T08:21:00Z,WSzVibQIGG8,Tom 🍓 Jerry (Rithvi&amp;Kavi)Real End Twist 😂🎈 #shorts,UCL5nlHWXVLeOsSjKH2fhmsg,32164269,832740,603,60.0,2.1265833835676475,1157913684.0,19298561.4,60653441132,3010,68400000,en,Tom 🍓 Jerry (Rithvi&amp;Kavi)Real End Twist 😂🎈 #shorts
2024-07-12T11:32:05Z,FtjMbyJHVKY,amaira ke piche y kon pad gya #shorts #thegeetagurjar,UCUL9We-R1aCC3GAe-RvOx5g,31910589,425339,174,22.0,1.049808262705524,421219774.8,19146353.4,31823981519,2770,33500000,et,Amaira Ke Piche y kon pad gya #shorts #thegeetagurar
2024-08-18T08:19:07Z,_VGUINj5YJI,amaira ko kuch pasand nhi h😝 #shorts #thegeetagurjar,UCUL9We-R1aCC3GAe-RvOx5g,31822819,462024,327,13.0,1.0527037218167252,248217988.2,19093691.4,31823981519,2770,33500000,et,Amaira KO kuch psand nhi h😝 #shorts #thegeetagurar
2022-12-16T10:59:10Z,Ap9RhRVLrVY,Mardhal intiki vastey part -4 #shorts #prashubaby #comedy,UCL0pM5-vrLp3Oy9PXzpqXpA,30490832,1431947,841,59.0,0.3771625516811086,1079375452.8,18294499.2,11619937351,1355,11500000,en,Mardhal intiki vastey part -4 #shorts #prashubaby #comedy
2023-05-22T11:31:36Z,siJ3BLnwO2w,Cycle Ammesnam 😂😂😂 #GalatShot #DoraSaiTeja #TejIndia #Shorts,UC9cpaBjhse6B76HP_gn4Rew,30381169,1098785,1526,25.0,0.0391689997182136,455717535.0,18228701.4,296445017,309,1190000,en,Cycle Ammesnam 😂😂😂 #GalatShot #DoraSaiTeja #TejIndia #Shorts
2024-04-11T11:30:18Z,O97mXyTbUGM,Trip to Patiala 🤩 Mini Vlog #priyalkukreja #shorts #ytshorts,UCzEAWIWMigRBbulQ6yVlilg,30224534,620144,1439,58.0,1.42599386313119,1051813783.2,18134720.4,27798876613,1274,43100000,sq,Trip to patiala 🤩 mini vlog #priyalkukreja #shorts #ytshorts
2024-06-06T14:51:37Z,vCcSWRzmi5Q,Sajna😍Megha Bride Entry Dance♥️ #shorts #trendingshorts #dance #bride #meghachaube,UCD_8aQNFgk3MxQMt6J0_QVA,28976013,1137868,4811,34.0,0.2001655645309104,591110665.2,17385607.8,2150784736,806,5800000,en,Sajna😍Megha Bride Entry Dance♥️ #shorts #trendingshorts #dance #bride #meghachaube
2022-07-21T08:50:13Z,Sj9GSUDdiO8,Minku vs Mom 💀😂 | Raj Grover | #shorts,UC6ylikHBX9_es8TIf0vmiUQ,28839561,0,0,46.0,0.4889117417564019,795971883.5999999,17303736.599999998,11784268093,661,14100000,sk,Mink Mom 💀😂 | Raj Grover | #shorts
2024-08-29T13:49:04Z,MKR1673lMrw,Ap kese dawai lete ho btao comments m😂 #shorts #funnyshorts #comedyshorts #ytshorts,UCW-V3lJDUSz_AccP6rPRUtA,28311764,642980,5650,49.0,0.3779347694477815,832365861.5999999,16987058.4,5994673257,362,10700000,en,Ap kese dawai lete ho btao comments m😂 #shorts #funnyshorts #comedyshorts #ytshorts
2022-06-04T19:58:08Z,OIYLtU7nnOs,7 Cosas Que Todos Odiamos Que Nos Pasen Parte 2 😡 #shorts,UCD5dXej6wC856yigcC-HpeA,27483793,2205654,5008,60.0,0.4511749888379671,989416548.0,16490275.8,8182775605,1518,12400000,pt,7 Casas we all hate that in Pasen part 2 😡 #Shorts
2025-02-12T08:37:09Z,9rZa72kmA8w,Teacher VS principal ki beti bani dost 👧🏼 #shorts #ytshorts #sejalgabashorts #schoollife,UCW-V3lJDUSz_AccP6rPRUtA,27493291,873286,1080,61.0,0.3891858562876303,1006254450.6,16495974.6,5994673257,362,10700000,en,Teacher VS principal ki beti bani dost 👧🏼 #shorts #ytshorts #sejalgabashorts #schoollife
2023-11-14T06:54:27Z,lo-r6u_MWUY,Post Diwali Scenes🥺💔 | Raj Grover | #shorts,UC6ylikHBX9_es8TIf0vmiUQ,26964643,1445209,7061,59.0,0.5229069785941538,954548362.2,16178785.8,11784268093,661,14100000,de,Post Diwali Scenes🥺💔 | Raj Grover | #shorts
2023-04-26T13:54:35Z,LRxBumJsfPA,Spicy Momos🥟Battameez Bacha😡💔 #shorts #trendingshorts #foodlover #comedy #viral #meghachaube,UCAugBD4C-716-q4vGxzaF2g,26783790,1119241,645,32.0,0.4442985850770186,514248768.0,16070274.0,6128622479,1073,11900000,en,Spicy Momos🥟Battameez Bacha😡💔 #shorts #trendingshorts #foodlover #comedy #viral #meghachaube
2024-07-24T09:27:04Z,yHBZd4ZmD08,amaira n li pdai ki chize🤣 #shorts #thegeetagurjar,UCUL9We-R1aCC3GAe-RvOx5g,26635225,331351,202,16.0,1.25773294575135,255698160.0,15981135.0,31823981519,2770,33500000,en,amaira n li pdai ki chize🤣 #shorts #thegeetagurjar
2022-05-27T06:54:22Z,JVHruaizJT4,Mujhe exams dene hain 😭😂 | Raj Grover | #shorts,UC6ylikHBX9_es8TIf0vmiUQ,26346987,2044783,3264,60.0,0.535165558019974,948491532.0,15808192.2,11784268093,661,14100000,en,Mujhe exams dene hain 😭😂 | Raj Grover | #shorts
2022-05-20T06:36:32Z,5D6_qa7_G1o,Biggest problem after 10th class 😂🤦🏻‍♂️ | Raj Grover | #shorts,UC6ylikHBX9_es8TIf0vmiUQ,26333451,1734273,5398,48.0,0.5354406454361033,758403388.8,15800070.6,11784268093,661,14100000,en,Biggest problem after 10th class 😂🤦🏻‍♂️ | Raj Grover | #shorts
2024-12-23T09:05:00Z,MIpj9cDPn4M,Bhootnath..!! 🧟‍♂️😰☠️ (part-1) | Simran Makhija |#shorts #school #schoollife #comedy #funny,UC-e10tRE8eoiAwLlm8BQbIQ,26372158,688310,949,58.0,0.4588172116972756,917751098.4,15823294.8,6285894297,396,12100000,en,Bhootnath..!! 🧟‍♂️😰☠️ (part-1) | Simran Makhija |#shorts #school #schoollife #comedy #funny
